ACCOUNTPAY,AGENTTRADESECURITY,ANTICIPATELIAB,ASSETBALANCE,ASSETOTHER,BONDPAY,BORROWFUND,BUYSELLBACKFASSET,CAPITALRESERVE,COMBINETYPE,COMPANYCODE,CONSTRUCTIONPROGRESS,CURRENCY,DEFERINCOMETAXASSET,DEFERINCOMETAXLIAB,DEFINEFVALUEFASSET,DEFINEFVALUEFLIAB,DERIVEFASSET,DERIVEFLIAB,DIFFCONVERSIONFC,DIVIDENDPAY,ENDDATE,ESTATEINVEST,FIRSTNOTICEDATE,FIXEDASSET,FVALUEFASSET,FVALUEFLIAB,GDEPOSITPAY,GENERALRISKPREPARE,GOODWILL,HELDMATURITYINV,INTANGIBLEASSET,INTERESTPAY,INTERESTREC,LATESTNOTICEDATE,LENDFUND,LIABBALANCE,LIABOTHER,LIABSHEQUITYBALANCE,LIABSHEQUITYOTHER,LTBORROW,LTEQUITYINV,MINORITYEQUITY,MONETARYFUND,OTHERASSET,OTHERLIAB,PARENTEQUITYBALANCE,PARENTEQUITYOTHER,REPORTDATE,REPORTSOURCETYPE,REPORTTIMETYPE,RETAINEDEARNING,SALARYPAY,SALEABLEFASSET,SELLBUYBACKFASSET,SETTLEMENTPROVISION,SHARECAPITAL,SHEQUITYBALANCE,SHEQUITYOTHER,STARTDATE,STBORROW,SUMASSET,SUMLIAB,SUMLIABSHEQUITY,SUMPARENTEQUITY,SUMSHEQUITY,SURPLUSRESERVE,TAXPAY,TRADEFASSET,TRADEFLIAB,OTHEREQUITY,PREFERREDSTOCK,SUSTAINABLEDEBT,OTHEREQUITYOTHER,OTHERCINCOME,PREFERSTOCBOND,SUSTAINBOND,SHORTFINANCING,AMORCOSTFASSET,FVALUECOMPFASSET,AMORCOSTFLIAB,HELDSALEASS,HELDSALELIAB,LTDEFERASSET,FINANCE_RECE,USERIGHT_ASSET,LEASE_LIAB,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB_NOTFVTPL,CREDITOR_INVEST,OTHER_CREDITOR_INVEST,OTHER_EQUITY_INVEST,NOTE_RECE,ACCEPTDEPOSIT,ACCOUNTREC,ADVANCEREC,BILLPAY,CAPITALGDEPOSITPAY,CLAIMPAY,CLAIMRESERVE,CLAIMRIRESERVEREC,COMMPAY,CONTACTRESERVE,CREDITORPLANINV,FIDEPOSIT,GDEPOSITREC,INDEPENDENTASSET,INDEPENDENTLIAB,INSUREDDEPOSITINV,INSUREDPLEDGELOAN,INVESTREC,JUNIORBONDPAY,LIFERESERVE,LIFERIRESERVEREC,LOANADVANCES,LTHEALTHRESERVE,LTHEALTHRIRESERVEREC,OTHERPAY,OTHERREC,POLICYDIVIPAY,PREMIUMADVANCE,PREMIUMREC,RICONTACTRESERVEREC,RIPAY,RIREC,TDEPOSIT,UNDUERESERVE,UNDUERIRESERVEREC,SUBROGATIONREC,AGENTUWSECURITY,CAGENTTRADESECURITY,CLIENTCREDITFUND,CLIENTFUND,CLIENTPROVISION,CREDITPROVISION,DIVIDENDREC,INVENTORYSHARE,MARGINOUTFUND,MARGINOUTSECURITY,PLEDGEBORROW,SEATFEE,TRADERISKPREPARE,AGENCYASSETS,AGENCYLIAB,RECEIVABLES,NOTE_PAYABLE
419184788.7,16568082481,,0,,12202694751,100000000,8071074463,12610173776,合并,10005647,79130833.26,CNY,328697366.6,60084972.69,,,,,,,2020-12-31,,2020-3-30,1289468790,,,75774025.33,2737808877,120876333.8,,48736655.14,,,2021-3-30,,0,,,,447890000,2822644857,11781254.94,16294652919,162495663,70117312.16,0,,2019-12-31,年度报告,年度报告,4565132949,172099114.2,,14719547531,3285660769,3365447047,0,,2019-1-1,1088103966,83168823269,58322417295,83168823269,24834624719,24846405974,1336639334,188700795.9,,,,,,,219422737,,,4486718064,,,,,,,,,,16464138565,7799193519,812103966.7,20366722185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13818939396,2819550772,,,,12309596128,,,,,,,637049750.2,
40320191,11639809674,,0,,13007372685,5992190437,7052109397,6275980984,合并,10005659,,CNY,243035573.2,11208635.16,,,1079375,1665146.27,,,2020-12-31,17134165.03,2020-3-28,151395967.9,,,1701638916,1475659903,22096264.01,,130445760.7,,,2021-3-20,,0,,,,,239264124.2,501326560.4,11307006407,172617108.6,131427324.7,0,,2019-12-31,年度报告,年度报告,1342945637,618893789.8,,18330330267,1620500176,4215541972,0,,2019-1-1,,66308135251,51797302063,66308135251,14009506628,14510833189,647833857.9,100105850.1,,,,,,,51544275.08,,,700764530.1,,,,,,,,,,11580616998,1223213534,14738275841,11796666801,75000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048335152,1414442054,,,,5341021020,,,,,,,118231355.9,
8896470.17,4785444430,6832680,0,,6672161644,135000000,3691189275,2797845237,合并,10062057,,CNY,421842514.5,,,,182830984.4,74297144.96,,,2020-9-30,,2020-4-30,250590944.6,,,121953371,703416450.2,,,55196562.42,,,2020-10-31,,0,,,,,448040652.7,97924727.19,6611591646,344290735,28783265.37,0,,2019-12-31,三季度报告,年度报告,-279897387.2,402373126.2,,6665802508,1119782190,6816316370,0,,2019-1-1,,30727718067,20284247282,30727718067,10345546058,10443470786,347628606.1,69238037.43,,,,,,,-39763217.39,,,1432687789,,,,,,,,,,14110299515,2730187.07,18238575.27,647614008.6,62881730.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044294540,719043269.6,,,,2249903949,,,,,,,391471413.6,
31126734.18,,,0,47230387674,10611747893,,97800195.6,11764393578,合并,10005840,7386362.05,CNY,247482531.6,171537781.8,,,5378090.77,802257.65,,142664833.5,2020-12-31,,2020-2-29,66561680.26,,,,379924331.1,,,30007340.83,,,2021-3-20,,0,31710000170,,,19383092495,276090092.8,6290756803,8491103027,,,0,,2019-12-31,年度报告,年度报告,1422120134,255081208.4,,570730763.9,100395631.5,2752884754,0,,2019-1-1,11574252737,1.14534E+11,91208246611,1.14534E+11,17034783095,23325539898,652730743.4,496998291.1,,,,,,,62729554.5,,,,,,,26605061465,14866639273,49282075.94,,,,23502695457,,5603303374,2041302300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62989385.53,545983440
217135303.4,6791858244,170139.64,0,425118137.8,1171409760,2767911875,5046428956,8861826994,合并,10194966,,CNY,40728159.07,2773704.78,,,1809616.27,109252358,,,2020-9-30,,2020-4-30,112967809.2,,872205750,654237237.9,308695568.8,3079912345,,66216918.45,,1661148.46,2020-10-31,,0,2301457200,,,,856533190.8,2490050.1,7330388192,,,0,,2019-12-31,三季度报告,年度报告,406834197.7,197914581.8,,5358959139,824458019.7,1935084653,0,,2019-1-1,,33730601085,22151492916,33730601085,11576618119,11579108169,44253651.01,18744175.68,,872205750,,,,,19923054.68,,,,,,,,,66182198.63,,,,10150540636,,,360350271.3,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4038944177,,,,,,,205879718.8,
59529164.35,12130206836,,0,,5058910826,,5527468341,5110494106,合并,10004819,27988204.58,CNY,313246469.2,194609135.3,,,20043543.11,1139492.2,,,2020-12-31,12010213.98,2020-3-30,617939332,,,25509781.85,719376415.6,3829390.1,,70868742.92,,,2021-3-31,,0,,,,,1474395109,369681884.3,10606974395,138946484.6,70202543.2,0,,2019-12-31,年度报告,年度报告,2609141307,637878019.5,,12340010470,3758944249,3621000000,0,,2019-1-1,,50963424390,37325522781,50963424390,13268219725,13637901609,547394286.9,206327994.2,,,,,,,2733375.4,,,2079555346,,,,,,,,,,15697750295,4547152954,617772570.4,5164764224,79146156.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181155164,2995968666,,,,6492127342,,,,658080233.8,,,313699546.8,
37033564943,82886259008,82113719,0,,69573553145,9488642356,53939996986,46208639931,合并,10004865,1255494531,CNY,1251032372,13762239,,,550081484,1358809303,,,2020-12-31,,2020-3-25,3499216547,,,12975377462,17497137148,599812570,,2340484819,,,2021-3-26,,0,,,,1491621873,2458562530,8592332807,1.20651E+11,1423919458,2429961358,0,,2019-12-31,年度报告,年度报告,41335967216,5685105216,,1.26017E+11,11596258702,8907948159,0,,2019-1-1,10311102361,5.59314E+11,4.1322E+11,5.59314E+11,1.37501E+11,1.46094E+11,7172530796,2274216890,,,16129798976,,15000000000,,249467582,,,17424352341,,,,,,,,2159807379,2363836461,1.89022E+11,44286692258,,60266827628,17547075504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499566172,,,95397716130,7136107134,,,,72088344371,,,,,,,5689249507,
233131373.2,10702647028,,0,,24187565173,51218083.59,5183376398,9762075297,合并,10120316,,CNY,504345255.3,4175306.78,,,7750862.27,119663464.8,,,2020-9-30,28805922.43,2020-4-30,164960276.2,,,850420028.5,2384753883,20000000,,32118127.2,,,2020-10-31,,0,,,,,221279295.4,36427272.64,10512431794,929900536.5,4243620248,0,,2019-12-31,三季度报告,年度报告,3668659961,1038133702,,8289171886,3009792422,2757960657,0,,2019-1-1,1661802273,77543564328,57214649469,77543564328,20292487586,20328914859,1460690829,49129655.08,,,,,,,258346959,,,6593445527,,,,,,,,,,17570733770,40945748.36,650088971.1,22188319748,2481585498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818844521,2549492964,,,,12772101252,,,,,,,415554170.2,
480101048.7,40179178362,,0,,67309198769,6384658783,24206541982,28254929992,合并,10004846,50034280.51,CNY,760993782.6,19031249.53,,,609102138.4,2643374802,,,2020-12-31,30071334.1,2020-3-28,2040273432,,,1642894348,7997676253,32135375.1,,168519080.8,,,2021-3-31,,0,208113569.4,,,,4453754152,46120419.71,48940833855,1732618758,1919456597,0,,2019-12-31,年度报告,年度报告,6773604054,1601085896,,57478062866,13243653714,6993655803,0,,2019-1-1,640153529.2,2.62971E+11,2.0896E+11,2.62971E+11,53965516313,54011636733,3445689430,278223978.5,,,,,,,499960781.4,,,16113199560,,,,,,,,1002749136,995005231.2,66901093486,12630960595,7193554229,64895563425,10832873154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000,,,29749885414,10832489060,,,,13214262241,,,,,,,1019919667,
38828248.38,6986127051,,0,,6410952678,500468194.4,2497513657,2608133394,合并,10004838,13870853.4,CNY,380081320.6,21313653.5,,,,,,,2020-12-31,330792270.2,2020-3-31,144327648.1,,,142072831.7,1021277103,14530078.7,,282250870.4,,,2021-3-30,,0,61028702.05,,,409742425,1436135726,470719211.2,7339362252,1224296297,325715831.9,0,,2019-12-31,年度报告,年度报告,1615471014,637711815.8,,9459301980,1587106637,3502400000,0,,2019-1-1,202375027.1,35574027476,26059796111,35574027476,9043512154,9514231365,295905363.7,46546637.56,,,,,,,325279.89,,,55284863.45,,,,,,,,,,15840831400,904399003.1,,,85816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743827819,1404426220,,,,3925155288,,,,,,,329884346.9,
6292722142,46587457461,234749894.6,0,,37549336297,5351588176,23772690649,6769233171,合并,10004769,832269353.6,CNY,1643888120,302471179.4,,,18933954.93,71408981.24,,,2020-9-30,296386293.5,2020-3-20,1126583684,,,4374714700,11674053491,10260249.61,,656538746.8,,,2020-10-30,,0,133241379.6,,,,3110575968,46162822.45,52914629831,381391313.7,6949986304,0,,2019-12-31,三季度报告,年度报告,20027506957,3597705855,,41823129380,6792949935,8200000000,0,,2019-1-1,296320895.4,2.24644E+11,1.68389E+11,2.24644E+11,56209088720,56255251542,4212265618,870913978.9,,,5000000000,,5000000000,,326029483.3,,,18043322824,,,,,,,,,,62511569002,284705904.5,,17972591321,9729134026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46352426656,4964700968,,,,37708047437,,,,,,,791157610.5,
45576626.48,12974275124,,0,,14324395792,270000000,8110353641,3980933505,合并,10004930,,CNY,197033603,78034685.24,,,6250414.22,5564598.98,,,2020-12-31,,2020-3-19,886042816.5,,,3253641019,1838289189,19845342.58,,99412086.77,,,2021-3-18,,0,,,,,99508843.55,,19316611735,709790253.7,7950026541,0,,2019-12-31,年度报告,年度报告,4674615976,759288543.5,,9017680244,3593175116,3333346474,0,,2019-1-1,6530399.4,67404021580,52548381570,67404021580,14855640009,14855640009,557085785.8,262135804.2,,,467921304,,,,3447775.67,,,6532989726,,,,,,,,,,22251377605,321883484.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14542435306,2399185324,,,,8751642534,,,,,,,109336569.5,
2766214205,80508860270,,0,,64023358183,8177307038,30438084072,25022895959,合并,10004876,,CNY,99832078.83,261392439.4,,,208502701,469791795.9,,,2020-12-31,8034187.5,2020-3-28,276718303.3,,,10735256392,9933043865,439538680.3,,493538105.2,,,2021-3-30,,0,,,,,1320135983,1026103829,70329276150,3425521982,2474045715,0,,2019-12-31,年度报告,年度报告,18915913293,3354729064,,54855653811,11276474885,10137258757,0,,2019-1-1,5775420038,3.15666E+11,2.43744E+11,3.15666E+11,70895594078,71921697907,6083975483,363083801.4,,,,,,,802506721.4,,,17659517316,,,,,,,,1339653532,1336724225,74039119174,1718081625,5031295865,23017490419,19349248070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60281957293,9485071511,,,,58721318361,,,,,,,5116838493,
183081131.5,8895066941,,0,,4623940376,2361159583,3023888528,3487237786,合并,10004941,35578119.28,CNY,345625693.1,8258284.47,,,11384115.93,83740,,,2020-12-31,17289669.93,2020-3-31,193032226.7,,,395169736,1382038921,22371814.46,,157209959.5,,,2021-3-31,,0,20444852.57,,,13202955.17,1104721399,826578441,9331748562,1446099030,393552547.5,0,,2019-12-31,年度报告,年度报告,88232726.32,478666321.8,,8721088626,2518049516,3869070700,0,,2019-1-1,1568747898,43569902416,33072115962,43569902416,9671208013,10497786454,808084288,56986010.7,,,,,,,36543591.23,,,4455447125,,,,,,,,184977696.1,177837189.7,17227018647,1114552379,676389859.3,664695346.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6581561810,2347142385,,,,6060740197,,,,,,,153912302.4,
2343558732,77053334923,,0,,91735203240,10951073812,39250938692,19367146136,合并,10004830,144165661.8,CNY,1833394995,2557994.93,,,481834515.2,614656089.4,,,2020-12-31,99724140.11,2020-3-28,1135225104,,,8878240894,12276012429,,,143715460.1,,,2021-3-31,,0,115368567,,,301426849.3,2489250221,1625217080,87543772816,2770570620,12214894861,0,,2019-12-31,年度报告,年度报告,23464175130,3676788139,,83943833549,11940567052,25039944560,0,,2019-1-1,1160306944,3.88537E+11,3.03706E+11,3.88537E+11,83206189814,84831406894,3390426173,1363800780,,,,,,,-331514614.5,,,17065153234,,,,,,,,793824530.8,779730324,1.15228E+11,384169663.9,7312724765,44029179920,9445341611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62487606147,8709706176,,,,53048414311,,,,,,,1968152226,
,,,0,1991975922,,,,266599163.2,合并,10106348,201955042.4,CNY,7889300.29,3149462.14,,,4074740,9379450,,,2020-12-31,462458266,2020-3-10,36214248.08,,,,130280247.6,5501692.3,,175801930.6,,,2021-3-31,,0,4137243495,,,382806575.2,,,3347867329,12075199.6,63448501,0,,2019-12-31,年度报告,年度报告,756559838.3,13273139.63,,,,445000000,0,,2019-1-1,,6387714431,4679366851,6387714431,1708347580,1708347580,105951776.7,12629953.48,,,,,,,3956554.22,,,,,,,,,,,,,141900760.9,57436274.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969798350,,,,,,,,,,,,,,
28771503.75,17044361434,44487.18,0,,7996258527,2151319222,8607263203,8114012431,合并,10004804,,CNY,252158738.8,110425032.5,,,2092073.57,3141530,,,2020-9-30,,2020-3-31,599531474.7,,,1344143361,2659727121,13702713.15,,49503302.19,,,2020-10-30,,0,,,,,44621573.33,44225184.16,15339174980,277599147.4,305069243.6,0,,2019-12-31,三季度报告,年度报告,5386873619,844356221.3,,12756844060,3683008374,2625000000,0,,2019-1-1,,67827402919,48133791062,67827402919,19649386673,19693611857,814078671,217060902.2,,,,,,,49694830.17,,,6572463601,,,,,,,,,,16740619452,103675297.3,,9411382386,44629229.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14039986287,2422209595,,,,11361126337,,,,,,,56846573.69,
14729500.63,206835886.7,11702670.31,0,928876213.6,458938356.2,,21302130,861456960.9,合并,10095670,86470720.18,CNY,17030485.29,13686650.7,,,,,,,2020-12-31,468334.81,2020-3-14,26175908.47,,,1965.23,93783754.57,5300832.67,,181808587.3,,,2021-3-16,,0,10067653918,,,,1069879.35,13249022.16,7450400674,74147869.32,517173.44,0,,2019-12-31,年度报告,年度报告,783836814.5,24247163.32,,667993.32,41501996.29,580000000,0,,2019-1-1,699069192.8,14050296818,11609722977,14050296818,2427324819,2440573841,72355209.32,6595377.34,,,,,,,35892079.32,,,,,,,,,,4141361.05,,,555681148.8,105079093.7,175846874.4,4416487815,10224854.78,20731092.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5777900377,,,,,,,,,,,,32628075.44,
81468610.05,13525442358,,0,,14767543927,1350686806,3182707514,8266130825,合并,10053660,1652433.94,CNY,328857996.3,53653517.34,,,36300113.56,13915777.91,,,2020-9-30,23226112.71,2020-4-25,309480875.4,,,305653155.9,2677250571,,,339337324.9,,,2020-10-29,,0,,,,,5724428385,8949018.8,13229273041,470496424,464293094,0,,2019-12-31,三季度报告,年度报告,5284530610,1795334023,,6507867981,2902124747,3589000000,0,,2019-1-1,665489550.4,64992113227,43643711513,64992113227,21339452695,21348401714,917546706,172100766.5,,,500000000,,500000000,,104993983,,,4245915102,,,,,,,,,,19581973413,,227458280.3,5582645321,125020892.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11215922516,2442911653,,,,12394919889,,,,,,,226557306.9,
34316294.16,7512796666,,0,,18020388944,150068750,3505744837,4259929865,合并,10004866,395860677,CNY,176750717.7,99850963.76,,,,274923.17,,,2020-9-30,156642036.8,2020-4-28,113148035.1,,,1914546750,619594651.2,66634466.97,,584113695.2,,,2020-10-31,150102500,0,195000,,,,644871981.4,5384096470,8879676149,6669361684,2149216016,0,,2019-12-31,三季度报告,年度报告,2012666644,237678308,,10037807023,1887047540,5180000000,0,,2019-1-1,,59920334525,42413087993,59920334525,12123150063,17507246532,292289870.8,68841127.56,,,,,,,-241330968.4,,,4101653977,,,,,,,,,,23141487599,,,979663520.6,3838700734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436071874,1248239299,,,,6068122662,,,,,,,747858938.9,
372940587.2,33494472707,219298.85,0,,32212281436,3576357728,12572663170,10857565037,合并,10004894,6011702.87,CNY,912312812.4,320586199.3,,,99279168.26,51781107.35,,,2020-9-30,478563056.4,2020-4-28,922585745.4,,,5904321055,4823677832,,,199045699.9,,,2020-10-30,,0,1057206.47,,,342501181,684413394.7,1096987801,30916047553,1608410433,5648706681,0,,2019-12-31,三季度报告,年度报告,4546698234,1886590611,,25496292326,6763320639,6271763180,0,,2019-1-1,3505844123,1.46613E+11,1.11607E+11,1.46613E+11,33909579330,35006567131,1839215369,415145350.4,,,6000000000,,6000000000,,-429340321.2,,,3933260649,,,,,,,,,,33342840435,345790400.5,4238796067,18522040229,5510778810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754987.94,,,26166973137,4533338143,,,,23248873866,,,,,,,682845873.9,
39877662.43,5519297902,,0,,,562249000,1128026994,677164470.8,合并,10004839,38242919.56,CNY,2426923.01,7731838.85,,,,,,,2020-12-31,1841153.68,2020-4-20,48347749.22,,,68446965.79,697068445.4,,,46972470.48,,,2021-3-31,,0,,,,,,,5823917912,42253686.83,19596305.95,0,,2019-12-31,年度报告,年度报告,1085924938,40082605.48,,3201601834,1254166801,2700000000,0,,2019-1-1,,16509632681,11171270965,16509632681,5338361717,5338361717,178203862.1,42116227.43,,,,,,,,,,1311921309,,,,,,,,,,5958430064,154939978.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271856300,,,4704725790,890993173.7,,,,2081109705,,,,,,,15449336.2,
222399009.9,8212332819,1868504.15,0,,5145994931,200284931.5,3426927199,2163660567,合并,10004787,,CNY,38149567.97,1163061.86,,,,,,,2020-12-31,,2020-3-3,88137120.1,,,64634159.89,1429177349,,,50297363.91,,,2021-3-19,,0,3543558.21,,,,104200584.1,,9304970680,115307418.4,26497274.65,0,,2019-12-31,年度报告,年度报告,2023126948,259073566.4,,3692992407,2100537590,1902400000,0,,2019-1-1,,28419402851,20352076888,28419402851,8067325963,8067325963,548961098.9,23781582.28,,,,,,,,,,1309032877,,,,,,,,171928524.1,172650387.2,8222946483,1080461977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6547713058,1740469698,,,,4638396986,,,,,,,92969173.83,
42113456.81,9391320107,,0,,4235225754,,2397859093,4200578331,合并,10004807,1077876.1,CNY,100470145.3,93786367.64,,,1086517,3631620.42,,,2020-9-30,,2020-4-2,943387907.7,,,388309754.9,1422715380,5845161.39,,22096603.9,,,2020-10-31,,0,,,,,476730186.2,112719246.6,9124168190,113616713,119914107,0,,2019-12-31,三季度报告,年度报告,1618859348,301155972.7,,8916507407,2568871720,3298823404,0,,2019-1-1,,36058606743,24853738942,36058606743,11092148554,11204867801,404325700.9,81915425.91,,,,,,,146846390.9,,,1659999274,,,,,,,,,,2244755402,,,12578607111,145509727.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8169450.83,,,7764323449,2071780097,,,,4939745176,,,,,,,6469457.02,
4108554831,54625735591,54197180,0,,56884569243,9263544695,21118755796,8753212700,合并,10066493,,CNY,963865146.7,660873590,,,955450490.3,761571874.7,,,2020-9-30,49438121.53,2020-3-27,503438392,,,2793611446,8691509097,,,235918299.1,,,2020-10-24,,0,,,,,269512205.2,312814624.8,90254671089,418140505.5,7922904687,0,,2019-12-31,三季度报告,年度报告,17542774261,2703648313,,55532975399,9662040500,7646385238,0,,2019-1-1,889011601.9,2.8567E+11,2.28775E+11,2.8567E+11,56581919227,56894733852,3573327465,600594040.6,,,9980698113,,9980698113,,394012354.2,,,17495952867,,,,,,,,1102008437,1075262150,91755932946,1126344205,,32430034572,3213800038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15069149687,,,47315066800,5380589646,,,,27806140146,,,,,,,2136865676,
320689870.1,14659437926,,0,,11115521584,1305834444,2207701487,9220082219,合并,10004837,,CNY,160345057.7,9554405.84,,,11592848.4,21519107.22,,,2020-9-30,,2020-4-21,172982617,,,1607967149,1843819280,11302586.62,,76329606.84,,,2020-10-27,,0,,,,,1569751959,432777399.7,13543083035,582055438.9,348129543.2,0,,2019-12-31,三季度报告,年度报告,2236633720,996720181.5,,10314662884,1705471787,3103405351,0,,2019-1-1,0,59095592937,41743400941,59095592937,16919414596,17352191996,552052779.2,111490874.3,,,,,,,-36578753.16,,,2538969873,,,,,,,,,,23411922968,870246.58,445230941.2,1469282332,46233332.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12789273424,790557470.2,,,,11892229787,,,,,,,182110002.2,
30345140.78,3003775771,,0,,,396750,6664213746,5532313511,合并,10004813,16667104.84,CNY,47966223.8,129864193.2,,,,340363,,,2020-12-31,32018866.32,2020-3-30,103011764.3,,,307230287.1,1305985453,,,104224740.9,,,2021-3-31,,0,4306474.82,,,,79852770.41,241837627.6,5803516343,2557274659,8376383249,0,,2019-12-31,年度报告,年度报告,2204930165,595034534.9,,10644293338,1612769821,3633405396,0,,2019-1-1,100137500,45460951095,31841163154,45460951095,13377950313,13619787941,698268827.4,148546274.4,,,,,,,3046961.27,,,8382759627,,,,,,,,,,26006428039,424979938.6,113402080.1,748682263.3,30013984.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138865186,758502872.6,,,,1150385160,,,,,,,83293243,
281542391.5,14198435466,,0,,8678253973,1603141667,4878838009,6141338487,合并,10004926,,CNY,210868646.8,,,,,3797411.74,,15257956.68,2020-12-31,,2020-3-26,76752558.26,,,1395298663,2354626939,,,118060211.8,,,2021-3-30,,0,5469096708,,,,,4744003.33,13458572543,48317311.94,2511267582,0,,2019-12-31,年度报告,年度报告,1338573793,571932595,,1613148344,7028110815,2500000000,0,,2019-1-1,,48311789832,35573925569,48311789832,12733120259,12737864263,367750855.1,76385374.53,,,,,,,30830184.72,,,537716503.6,,,,,,,,,,8573297625,13949597.2,,1219942005,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12360905898,6681098281,,,,8431849678,,,,,,,2826881765,
44015643391,48337872171,,0,,79391354390,24082382130,14298936913,26931646975,合并,10014783,6514139,CNY,1089945732,361389177,,,4502204258,6362192001,,,2020-12-31,,2020-4-27,511788283,,,6502093854,3201193156,1582678646,,1397925896,,,2021-3-31,,0,339489435,,,,1168476657,237736093,61453934518,1759861121,8063935157,0,,2019-12-31,年度报告,年度报告,11780607940,5479911805,,24708257231,10963794052,4368667868,0,,2019-1-1,,3.44971E+11,2.9644E+11,3.44971E+11,48293799342,48531535435,736558479,1549150341,,,1000000000,,1000000000,,275124924,,,21240334869,,,,,,,,1488861120,1459994528,1.68192E+11,26570318854,,28985823339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477482000,,,40960387835,7498412065,,,,23189950890,,,,,,,17876559376,
